t	H	V	T	P
5.886e+00	-6.765e+02	-6.766990e+02	1.384e-01	0.000e+00
5.890e+00	-6.765e+02	-6.767185e+02	1.508e-01	0.000e+00
5.894e+00	-6.765e+02	-6.767273e+02	1.565e-01	0.000e+00
5.898e+00	-6.765e+02	-6.767227e+02	1.535e-01	0.000e+00
5.902e+00	-6.765e+02	-6.767046e+02	1.420e-01	0.000e+00
5.906e+00	-6.765e+02	-6.766765e+02	1.240e-01	0.000e+00
5.910e+00	-6.765e+02	-6.766441e+02	1.033e-01	0.000e+00
5.914e+00	-6.765e+02	-6.766147e+02	8.444e-02	0.000e+00
5.918e+00	-6.765e+02	-6.765952e+02	7.198e-02	0.000e+00
5.922e+00	-6.765e+02	-6.765909e+02	6.927e-02	0.000e+00
5.926e+00	-6.765e+02	-6.766043e+02	7.786e-02	0.000e+00
5.930e+00	-6.765e+02	-6.766344e+02	9.712e-02	0.000e+00
5.934e+00	-6.765e+02	-6.766768e+02	1.243e-01	0.000e+00
5.938e+00	-6.765e+02	-6.767249e+02	1.551e-01	0.000e+00
5.942e+00	-6.765e+02	-6.767708e+02	1.844e-01	0.000e+00
5.946e+00	-6.765e+02	-6.768068e+02	2.075e-01	0.000e+00
5.950e+00	-6.765e+02	-6.768275e+02	2.208e-01	0.000e+00
5.954e+00	-6.765e+02	-6.768300e+02	2.223e-01	0.000e+00
5.958e+00	-6.765e+02	-6.768147e+02	2.126e-01	0.000e+00
5.962e+00	-6.765e+02	-6.767852e+02	1.937e-01	0.000e+00
5.966e+00	-6.765e+02	-6.767472e+02	1.694e-01	0.000e+00
5.970e+00	-6.765e+02	-6.767077e+02	1.441e-01	0.000e+00
5.974e+00	-6.765e+02	-6.766728e+02	1.218e-01	0.000e+00
5.978e+00	-6.765e+02	-6.766475e+02	1.056e-01	0.000e+00
5.982e+00	-6.765e+02	-6.766341e+02	9.693e-02	0.000e+00
5.986e+00	-6.765e+02	-6.766321e+02	9.563e-02	0.000e+00
5.990e+00	-6.765e+02	-6.766388e+02	9.986e-02	0.000e+00
5.994e+00	-6.765e+02	-6.766498e+02	1.069e-01	0.000e+00
5.998e+00	-6.765e+02	-6.766603e+02	1.136e-01	0.000e+00
6.002e+00	-6.765e+02	-6.766666e+02	1.176e-01	0.000e+00
6.006e+00	-6.765e+02	-6.766665e+02	1.175e-01	0.000e+00
6.010e+00	-6.765e+02	-6.766600e+02	1.134e-01	0.000e+00
6.014e+00	-6.765e+02	-6.766495e+02	1.067e-01	0.000e+00
6.018e+00	-6.765e+02	-6.766386e+02	9.975e-02	0.000e+00
6.022e+00	-6.765e+02	-6.766315e+02	9.523e-02	0.000e+00
6.026e+00	-6.765e+02	-6.766318e+02	9.543e-02	0.000e+00
6.030e+00	-6.765e+02	-6.766415e+02	1.017e-01	0.000e+00
6.034e+00	-6.765e+02	-6.766607e+02	1.139e-01	0.000e+00
6.038e+00	-6.765e+02	-6.766872e+02	1.309e-01	0.000e+00
6.042e+00	-6.765e+02	-6.767172e+02	1.502e-01	0.000e+00
6.046e+00	-6.765e+02	-6.767463e+02	1.687e-01	0.000e+00
6.050e+00	-6.765e+02	-6.767697e+02	1.837e-01	0.000e+00
6.054e+00	-6.765e+02	-6.767837e+02	1.927e-01	0.000e+00
6.058e+00	-6.765e+02	-6.767864e+02	1.945e-01	0.000e+00
6.062e+00	-6.765e+02	-6.767777e+02	1.889e-01	0.000e+00
6.066e+00	-6.765e+02	-6.767595e+02	1.772e-01	0.000e+00
6.070e+00	-6.765e+02	-6.767350e+02	1.615e-01	0.000e+00
6.074e+00	-6.765e+02	-6.767085e+02	1.446e-01	0.000e+00
6.078e+00	-6.765e+02	-6.766840e+02	1.289e-01	0.000e+00
6.082e+00	-6.765e+02	-6.766651e+02	1.168e-01	0.000e+00
6.086e+00	-6.765e+02	-6.766535e+02	1.094e-01	0.000e+00
6.090e+00	-6.765e+02	-6.766497e+02	1.069e-01	0.000e+00
6.094e+00	-6.765e+02	-6.766523e+02	1.085e-01	0.000e+00
6.098e+00	-6.765e+02	-6.766590e+02	1.128e-01	0.000e+00
6.102e+00	-6.765e+02	-6.766668e+02	1.178e-01	0.000e+00
6.106e+00	-6.765e+02	-6.766730e+02	1.217e-01	0.000e+00
6.110e+00	-6.765e+02	-6.766755e+02	1.233e-01	0.000e+00
6.114e+00	-6.765e+02	-6.766735e+02	1.221e-01	0.000e+00
6.118e+00	-6.765e+02	-6.766678e+02	1.184e-01	0.000e+00
6.122e+00	-6.765e+02	-6.766602e+02	1.136e-01	0.000e+00
6.126e+00	-6.765e+02	-6.766534e+02	1.093e-01	0.000e+00
6.130e+00	-6.765e+02	-6.766502e+02	1.072e-01	0.000e+00
6.134e+00	-6.765e+02	-6.766527e+02	1.088e-01	0.000e+00
6.138e+00	-6.765e+02	-6.766620e+02	1.147e-01	0.000e+00
6.142e+00	-6.765e+02	-6.766774e+02	1.246e-01	0.000e+00
6.146e+00	-6.765e+02	-6.766969e+02	1.371e-01	0.000e+00
6.150e+00	-6.765e+02	-6.767172e+02	1.501e-01	0.000e+00
6.154e+00	-6.765e+02	-6.767347e+02	1.613e-01	0.000e+00
6.158e+00	-6.765e+02	-6.767459e+02	1.685e-01	0.000e+00
6.162e+00	-6.765e+02	-6.767487e+02	1.703e-01	0.000e+00
6.166e+00	-6.765e+02	-6.767426e+02	1.664e-01	0.000e+00
6.170e+00	-6.765e+02	-6.767289e+02	1.576e-01	0.000e+00
6.174e+00	-6.765e+02	-6.767105e+02	1.458e-01	0.000e+00
6.178e+00	-6.765e+02	-6.766913e+02	1.335e-01	0.000e+00
6.182e+00	-6.765e+02	-6.766750e+02	1.231e-01	0.000e+00
6.186e+00	-6.765e+02	-6.766648e+02	1.166e-01	0.000e+00
6.190e+00	-6.765e+02	-6.766622e+02	1.149e-01	0.000e+00
6.194e+00	-6.765e+02	-6.766670e+02	1.180e-01	0.000e+00
6.198e+00	-6.765e+02	-6.766776e+02	1.248e-01	0.000e+00
